Player,Team,Season,PPG,RPG,APG,Winrate,MVP
Paul Millsap,ATL,16_17,18.1,7.7,3.7,0.524,0
Derrick Rose,NYK,16_17,18.0,3.8,4.4,0.378,0
Dennis Schroder,ATL,16_17,17.9,3.1,6.3,0.524,0
Lou Williams,HOULAL,16_17,17.5,2.5,3.0,,0
LaMarcus Aldridge,SAS,16_17,17.3,7.3,1.9,0.744,0
Evan Fournier,ORL,16_17,17.2,3.1,3.0,0.354,0
Hassan Whiteside,MIA,16_17,17.0,14.1,0.7,0.5,0
George Hill,UTA,16_17,16.9,3.4,4.2,0.622,0
Nikola Jokic,DEN,16_17,16.7,9.8,4.9,0.488,0
Avery Bradley,BOS,16_17,16.3,6.1,2.2,0.646,0
Eric Gordon,HOU,16_17,16.2,2.7,2.5,0.671,0
Tobias Harris,DET,16_17,16.1,5.1,1.7,0.451,0
Victor Oladipo,OKC,16_17,15.9,4.3,2.6,0.573,0
Dion Waiters,MIA,16_17,15.8,3.3,4.3,0.5,0
Wilson Chandler,DEN,16_17,15.7,6.5,2.0,0.488,0
D'Angelo Russell,LAL,16_17,15.6,3.5,4.8,0.317,0
Jrue Holiday,NOP,16_17,15.4,3.9,7.3,0.415,0
Jeff Teague,IND,16_17,15.3,4.0,7.8,0.512,0
Nicolas Batum,CHO,16_17,15.1,6.2,5.9,0.439,0
JJ Redick,LAC,16_17,15.0,2.2,1.4,0.622,0
Gary Harris,DEN,16_17,14.9,3.1,2.9,0.488,0
Serge Ibaka,ORLTOR,16_17,14.8,6.8,0.9,,0
Jordan Clarkson,LAL,16_17,14.7,3.0,2.6,0.317,0
Khris Middleton,MIL,16_17,14.7,4.2,3.4,0.512,0
Nikola Vucevic,ORL,16_17,14.6,10.4,2.8,0.354,0
Jeremy Lin,BRK,16_17,14.5,3.8,5.1,0.244,0
Myles Turner,IND,16_17,14.5,7.3,1.3,0.512,0
Tim Hardaway Jr.,ATL,16_17,14.5,2.8,2.3,0.524,0
Reggie Jackson,DET,16_17,14.5,2.2,5.2,0.451,0
T.J. Warren,PHO,16_17,14.4,5.1,1.1,0.293,0
Enes Freedom,OKC,16_17,14.3,6.7,0.9,0.573,0
Dirk Nowitzki,DAL,16_17,14.2,6.5,1.5,0.402,0
Zach Randolph,MEM,16_17,14.1,8.2,1.7,0.524,0
Jordan Crawford,NOP,16_17,14.1,1.8,3.0,0.415,0
Rudy Gobert,UTA,16_17,14.0,12.8,1.2,0.622,0
Al Horford,BOS,16_17,14.0,6.8,5.0,0.646,0
Marcus Morris,DET,16_17,14.0,4.6,2.0,0.451,0
Markieff Morris,WAS,16_17,14.0,6.5,1.7,0.598,0
Jae Crowder,BOS,16_17,13.9,5.8,2.2,0.646,0
Kentavious Caldwell-Pope,DET,16_17,13.8,3.3,2.5,0.451,0
Bojan Bogdanovic,BRKWAS,16_17,13.7,3.4,1.4,,0
Tyler Johnson,MIA,16_17,13.7,4.0,3.2,0.5,0
Will Barton,DEN,16_17,13.7,4.3,3.4,0.488,0
Andre Drummond,DET,16_17,13.6,13.8,1.1,0.451,0
Ryan Anderson,HOU,16_17,13.6,4.6,0.9,0.671,0
Dwight Howard,ATL,16_17,13.5,12.7,1.4,0.524,0
Wesley Matthews,DAL,16_17,13.5,3.5,2.9,0.402,0
Otto Porter Jr.,WAS,16_17,13.4,6.4,1.5,0.598,0
Darren Collison,SAC,16_17,13.2,2.2,4.6,0.39,0
Nick Young,LAL,16_17,13.2,2.3,1.0,0.317,0
Julius Randle,LAL,16_17,13.2,8.6,3.6,0.317,0
Sean Kilpatrick,BRK,16_17,13.1,4.0,2.2,0.244,0
Ersan Ilyasova,ATLOKCPHI,16_17,13.1,5.9,1.7,,0
Robert Covington,PHI,16_17,12.9,6.5,1.5,0.341,0
Dario Saric,PHI,16_17,12.8,6.3,2.2,0.341,0
James Johnson,MIA,16_17,12.8,4.9,3.6,0.5,0
Seth Curry,DAL,16_17,12.8,2.6,2.7,0.402,0
Elfrid Payton,ORL,16_17,12.8,4.7,6.5,0.354,0
Aaron Gordon,ORL,16_17,12.7,5.1,1.9,0.354,0
DeAndre Jordan,LAC,16_17,12.7,13.8,1.2,0.622,0
Rodney Hood,UTA,16_17,12.7,3.4,1.6,0.622,0
Clint Capela,HOU,16_17,12.6,8.1,1.0,0.671,0
Pau Gasol,SAS,16_17,12.4,7.8,2.3,0.744,0
Jamal Crawford,LAC,16_17,12.3,1.6,2.6,0.622,0
Austin Rivers,LAC,16_17,12.0,2.2,2.8,0.622,0
Jonas Valanciunas,TOR,16_17,12.0,9.5,0.7,0.622,0
Jahlil Okafor,PHI,16_17,11.8,4.8,1.2,0.341,0
Greg Monroe,MIL,16_17,11.7,6.6,2.3,0.512,0
Trevor Ariza,HOU,16_17,11.7,5.7,2.2,0.671,0
Frank Kaminsky,CHO,16_17,11.7,4.5,2.2,0.439,0
Steven Adams,OKC,16_17,11.3,7.7,1.1,0.573,0
Marvin Williams,CHO,16_17,11.2,6.6,1.4,0.439,0
Ricky Rubio,MIN,16_17,11.1,4.1,9.1,0.378,0
Brandon Knight,PHO,16_17,11.0,2.2,2.4,0.293,0
Jerryd Bayless,PHI,16_17,11.0,4.0,4.3,0.341,0
Terrence Ross,ORLTOR,16_17,11.0,2.6,1.1,,0
Thaddeus Young,IND,16_17,11.0,6.1,1.6,0.512,0
Kent Bazemore,ATL,16_17,11.0,3.2,2.4,0.524,0
Emmanuel Mudiay,DEN,16_17,11.0,3.2,3.9,0.488,0
Deron Williams,CLEDAL,16_17,11.0,2.3,5.6,,0
Justise Winslow,MIA,16_17,10.9,5.2,3.7,0.5,0
J.J. Barea,DAL,16_17,10.9,2.4,5.5,0.402,0
Taj Gibson,CHIOKC,16_17,10.8,6.2,0.9,,0
Courtney Lee,NYK,16_17,10.8,3.4,2.3,0.378,0
Terrence Jones,MILNOP,16_17,10.8,5.7,1.1,,0
Marcin Gortat,WAS,16_17,10.8,10.4,1.5,0.598,0
C.J. Miles,IND,16_17,10.7,3.0,0.6,0.512,0
Allen Crabbe,POR,16_17,10.7,2.9,1.2,0.5,0
Alex Poythress,PHI,16_17,10.7,4.8,0.8,0.341,0
Nikola Mirotic,CHI,16_17,10.6,5.5,1.1,0.5,0
Marcus Smart,BOS,16_17,10.6,3.9,4.6,0.646,0
Buddy Hield,NOPSAC,16_17,10.6,3.3,1.5,,0
Marco Belinelli,CHO,16_17,10.5,2.4,2.0,0.439,0
Wayne Ellington,MIA,16_17,10.5,2.1,1.1,0.5,0
Mason Plumlee,DENPOR,16_17,10.4,7.5,3.5,,0
Robin Lopez,CHI,16_17,10.4,6.4,1.0,0.5,0
Cody Zeller,CHO,16_17,10.3,6.5,1.6,0.439,0
Tyreke Evans,NOPSAC,16_17,10.3,3.4,3.1,,0
Malcolm Brogdon,MIL,16_17,10.2,2.8,4.2,0.512,0
Jon Leuer,DET,16_17,10.2,5.4,1.5,0.451,0
Draymond Green,GSW,16_17,10.2,7.9,7.0,0.817,0
Jusuf Nurkic,DENPOR,16_17,10.2,7.2,1.9,,0
Josh Richardson,MIA,16_17,10.2,3.2,2.6,0.5,0
Tony Parker,SAS,16_17,10.1,1.8,4.5,0.744,0
Kyle Korver,ATLCLE,16_17,10.1,2.8,1.6,,0
Yogi Ferrell,BRKDAL,16_17,10.0,2.4,3.7,,0
Maurice Harkless,POR,16_17,10.0,4.4,1.1,0.5,0
Trevor Booker,BRK,16_17,10.0,8.0,1.9,0.244,0
Gorgui Dieng,MIN,16_17,10.0,7.9,1.9,0.378,0
Shabazz Muhammad,MIN,16_17,9.9,2.8,0.4,0.378,0
Jamal Murray,DEN,16_17,9.9,2.6,2.1,0.488,0
Ty Lawson,SAC,16_17,9.9,2.6,4.8,0.39,0
Richaun Holmes,PHI,16_17,9.8,5.5,1.0,0.341,0
Jeremy Lamb,CHO,16_17,9.7,4.3,1.2,0.439,0
Kenneth Faried,DEN,16_17,9.6,7.6,0.9,0.488,0
E'Twaun Moore,NOP,16_17,9.6,2.1,2.2,0.415,0
Patrick Beverley,HOU,16_17,9.5,5.9,4.2,0.671,0
Derrick Favors,UTA,16_17,9.5,6.1,1.1,0.622,0
Patty Mills,SAS,16_17,9.5,1.8,3.5,0.744,0
Nik Stauskas,PHI,16_17,9.5,2.8,2.4,0.341,0
Michael Beasley,MIL,16_17,9.4,3.4,0.9,0.512,0
Brandon Ingram,LAL,16_17,9.4,4.0,2.1,0.317,0
Ish Smith,DET,16_17,9.4,2.9,5.2,0.451,0
Cory Joseph,TOR,16_17,9.3,2.9,3.3,0.622,0
Jeff Green,ORL,16_17,9.2,3.1,1.2,0.354,0
Gerald Henderson,PHI,16_17,9.2,2.6,1.6,0.341,0
Marquese Chriss,PHO,16_17,9.2,4.2,0.7,0.293,0
Michael Kidd-Gilchrist,CHO,16_17,9.2,7.0,1.4,0.439,0
Joe Johnson,UTA,16_17,9.2,3.1,1.8,0.622,0
Jameer Nelson,DEN,16_17,9.2,2.6,5.1,0.488,0
Channing Frye,CLE,16_17,9.1,3.9,0.6,0.622,0
Nene,HOU,16_17,9.1,4.2,1.0,0.671,0
Montrezl Harrell,HOU,16_17,9.1,3.8,1.1,0.671,0
Jodie Meeks,ORL,16_17,9.1,2.1,1.2,0.354,0
Tony Allen,MEM,16_17,9.1,5.5,1.4,0.524,0
Kelly Olynyk,BOS,16_17,9.0,4.8,2.0,0.646,0
Evan Turner,POR,16_17,9.0,3.8,3.2,0.5,0
Dahntay Jones,CLE,16_17,9.0,2.0,1.0,0.622,0
Doug McDermott,CHIOKC,16_17,9.0,2.7,0.9,,0
JaMychal Green,MEM,16_17,8.9,7.1,1.1,0.524,0
DeMarre Carroll,TOR,16_17,8.9,3.8,1.0,0.622,0
Skal Labissiere,SAC,16_17,8.8,4.9,0.8,0.39,0
Nerlens Noel,DALPHI,16_17,8.7,5.8,1.0,,0
Al-Farouq Aminu,POR,16_17,8.7,7.4,1.6,0.5,0
Marreese Speights,LAC,16_17,8.7,4.5,0.8,0.622,0
Rondae Hollis-Jefferson,BRK,16_17,8.7,5.8,2.0,0.244,0
J.R. Smith,CLE,16_17,8.6,2.8,1.5,0.622,0
Tony Snell,MIL,16_17,8.5,3.1,1.2,0.512,0
Monta Ellis,IND,16_17,8.5,2.8,3.2,0.512,0
Tyson Chandler,PHO,16_17,8.4,11.5,0.6,0.293,0
Arron Afflalo,SAC,16_17,8.4,2.0,1.3,0.39,0
Norman Powell,TOR,16_17,8.4,2.2,1.1,0.622,0
Joe Harris,BRK,16_17,8.2,2.8,1.0,0.244,0
Troy Daniels,MEM,16_17,8.2,1.5,0.7,0.524,0
Shawn Long,PHI,16_17,8.2,4.7,0.7,0.341,0
Caris LeVert,BRK,16_17,8.2,3.3,1.9,0.244,0
Willy Hernangomez,NYK,16_17,8.2,7.0,1.3,0.378,0
Willie Cauley-Stein,SAC,16_17,8.1,4.5,1.1,0.39,0
James Harden,HOU,17_18,30.4,5.4,8.8,0.793,1
Anthony Davis,NOP,17_18,28.1,11.1,2.3,0.585,0
LeBron James,CLE,17_18,27.5,8.6,9.1,0.61,0
Damian Lillard,POR,17_18,26.9,4.5,6.6,0.598,0
Giannis Antetokounmpo,MIL,17_18,26.9,10.0,4.8,0.537,0
Stephen Curry,GSW,17_18,26.4,5.1,6.1,0.707,0
Kevin Durant,GSW,17_18,26.4,6.8,5.4,0.707,0
Russell Westbrook,OKC,17_18,25.4,10.0,10.2,0.585,0
DeMarcus Cousins,NOP,17_18,25.2,12.9,5.4,0.585,0
Devin Booker,PHO,17_18,24.9,4.5,4.7,0.256,0
Kyrie Irving,BOS,17_18,24.4,3.8,5.1,0.671,0
LaMarcus Aldridge,SAS,17_18,23.1,8.5,2.0,0.573,0
Victor Oladipo,IND,17_18,23.1,5.2,4.3,0.585,0
DeMar DeRozan,TOR,17_18,23.0,3.9,5.2,0.72,0
Joel Embiid,PHI,17_18,22.9,11.0,3.2,0.634,0
Kristaps Porzingis,NYK,17_18,22.7,6.6,1.2,0.354,0
Bradley Beal,WAS,17_18,22.6,4.4,4.5,0.524,0
Lou Williams,LAC,17_18,22.6,2.5,5.3,0.512,0
Jimmy Butler,MIN,17_18,22.2,5.3,4.9,0.573,0
Kemba Walker,CHO,17_18,22.1,3.1,5.6,0.439,0
Paul George,OKC,17_18,21.9,5.7,3.3,0.585,0
Blake Griffin,DETLAC,17_18,21.4,7.4,5.8,,0
CJ McCollum,POR,17_18,21.4,4.0,3.4,0.598,0
Karl-Anthony Towns,MIN,17_18,21.3,12.3,2.4,0.573,0
Donovan Mitchell,UTA,17_18,20.5,3.7,3.7,0.585,0
Khris Middleton,MIL,17_18,20.1,5.2,4.0,0.537,0
MarShon Brooks,MEM,17_18,20.1,3.0,3.6,0.268,0
Klay Thompson,GSW,17_18,20.0,3.8,2.5,0.707,0
T.J. Warren,PHO,17_18,19.6,5.1,1.3,0.256,0
John Wall,WAS,17_18,19.4,3.7,9.6,0.524,0
Tyreke Evans,MEM,17_18,19.4,5.1,5.2,0.268,0
Dennis Schroder,ATL,17_18,19.4,3.1,6.2,0.293,0
Jrue Holiday,NOP,17_18,19.0,4.5,6.0,0.585,0
Harrison Barnes,DAL,17_18,18.9,6.1,2.0,0.293,0
Chris Paul,HOU,17_18,18.6,5.4,7.9,0.793,0
Tobias Harris,DETLAC,17_18,18.6,5.5,2.4,,0
Nikola Jokic,DEN,17_18,18.5,10.7,6.1,0.561,0
Eric Gordon,HOU,17_18,18.0,2.5,2.2,0.793,0
Jeremy Lin,BRK,17_18,18.0,0.0,4.0,0.341,0
Evan Fournier,ORL,17_18,17.8,3.2,2.9,0.305,0
Eric Bledsoe,MILPHO,17_18,17.7,3.8,5.0,,0
Andrew Wiggins,MIN,17_18,17.7,4.4,2.0,0.573,0
Aaron Gordon,ORL,17_18,17.6,7.9,2.3,0.305,0
Kevin Love,CLE,17_18,17.6,9.3,1.7,0.61,0
Tim Hardaway Jr.,NYK,17_18,17.5,3.9,2.7,0.354,0
Gary Harris,DEN,17_18,17.5,2.6,2.9,0.561,0
Goran Dragic,MIA,17_18,17.3,4.1,4.8,0.537,0
Marc Gasol,MEM,17_18,17.2,8.1,4.2,0.268,0
JJ Redick,PHI,17_18,17.1,2.5,3.0,0.634,0
Mike Conley,MEM,17_18,17.1,2.2,4.1,0.268,0
Zach LaVine,CHI,17_18,16.7,3.9,3.0,0.329,0
Jamal Murray,DEN,17_18,16.7,3.7,3.4,0.561,0
Dwight Howard,CHO,17_18,16.6,12.5,1.3,0.439,0
Nikola Vucevic,ORL,17_18,16.5,9.2,3.4,0.305,0
Kyle Lowry,TOR,17_18,16.2,5.6,6.9,0.72,0
Kawhi Leonard,SAS,17_18,16.2,4.7,2.3,0.573,0
Carmelo Anthony,OKC,17_18,16.2,5.8,1.3,0.585,0
Julius Randle,LAL,17_18,16.1,8.0,2.6,0.427,0
Kyle Kuzma,LAL,17_18,16.1,6.3,1.8,0.427,0
Brandon Ingram,LAL,17_18,16.1,5.3,3.9,0.427,0
Ben Simmons,PHI,17_18,15.8,8.1,8.2,0.634,0
Will Barton,DEN,17_18,15.7,5.0,4.1,0.561,0
Nikola Mirotic,CHINOP,17_18,15.6,7.4,1.5,,0
D'Angelo Russell,BRK,17_18,15.5,3.9,5.2,0.341,0
Danilo Gallinari,LAC,17_18,15.3,4.8,2.0,0.512,0
Lauri Markkanen,CHI,17_18,15.2,7.5,1.2,0.329,0
Dennis Smith Jr.,DAL,17_18,15.2,3.8,5.2,0.293,0
Isaiah Thomas,CLELAL,17_18,15.2,2.1,4.8,,0
Austin Rivers,LAC,17_18,15.1,2.4,4.0,0.512,0
Andre Drummond,DET,17_18,15.0,16.0,3.0,0.476,0
Otto Porter Jr.,WAS,17_18,14.7,6.4,2.0,0.524,0
Rodney Hood,CLEUTA,17_18,14.7,2.8,1.6,,0
Dario Saric,PHI,17_18,14.6,6.7,2.6,0.634,0
Paul Millsap,DEN,17_18,14.6,6.4,2.8,0.561,0
Reggie Jackson,DET,17_18,14.6,2.8,5.3,0.476,0
Jaylen Brown,BOS,17_18,14.5,4.9,1.6,0.671,0
Zach Randolph,SAC,17_18,14.5,6.7,2.2,0.329,0
Jusuf Nurkic,POR,17_18,14.3,9.0,1.8,0.598,0
Dion Waiters,MIA,17_18,14.3,2.6,3.8,0.537,0
Bojan Bogdanovic,IND,17_18,14.3,3.4,1.5,0.585,0
Avery Bradley,DETLAC,17_18,14.3,2.5,2.0,,0
Jeff Teague,MIN,17_18,14.2,3.0,7.0,0.573,0
Taurean Prince,ATL,17_18,14.1,4.7,2.6,0.293,0
Enes Freedom,NYK,17_18,14.1,11.0,1.5,0.354,0
Hassan Whiteside,MIA,17_18,14.0,11.4,1.0,0.537,0
Jonathon Simmons,ORL,17_18,13.9,3.5,2.5,0.305,0
Rondae Hollis-Jefferson,BRK,17_18,13.9,6.8,2.5,0.341,0
Jayson Tatum,BOS,17_18,13.9,5.0,1.6,0.671,0
Steven Adams,OKC,17_18,13.9,9.0,1.2,0.585,0
Jordan Clarkson,CLELAL,17_18,13.9,2.7,2.7,,0
Clint Capela,HOU,17_18,13.9,10.8,0.9,0.793,0
Marcus Morris,BOS,17_18,13.6,5.4,1.3,0.671,0
Rudy Gobert,UTA,17_18,13.5,10.7,1.4,0.585,0
Buddy Hield,SAC,17_18,13.5,3.8,1.9,0.329,0
DeMarre Carroll,BRK,17_18,13.5,6.6,2.0,0.341,0
Kris Dunn,CHI,17_18,13.4,4.2,6.0,0.329,0
Kentavious Caldwell-Pope,LAL,17_18,13.4,5.2,2.2,0.427,0
Bobby Portis,CHI,17_18,13.2,6.8,1.7,0.329,0
Allen Crabbe,BRK,17_18,13.2,4.3,1.6,0.341,0
Michael Beasley,NYK,17_18,13.2,5.6,1.7,0.354,0
Josh Jackson,PHO,17_18,13.1,4.6,1.5,0.256,0
Ricky Rubio,UTA,17_18,13.1,4.6,5.3,0.585,0
Malcolm Brogdon,MIL,17_18,13.0,3.2,3.2,0.537,0
Brook Lopez,LAL,17_18,13.0,4.0,1.7,0.427,0
Jeremy Lamb,CHO,17_18,12.9,4.0,2.3,0.439,0
Josh Richardson,MIA,17_18,12.9,3.5,2.9,0.537,0
Al Horford,BOS,17_18,12.9,7.4,4.7,0.671,0
Kent Bazemore,ATL,17_18,12.9,3.8,3.5,0.293,0
Trey Burke,NYK,17_18,12.8,2.0,4.7,0.354,0
Willie Cauley-Stein,SAC,17_18,12.8,7.0,2.4,0.329,0
Myles Turner,IND,17_18,12.7,6.4,1.3,0.585,0
Wesley Matthews,DAL,17_18,12.7,3.1,2.7,0.293,0
Jonas Valanciunas,TOR,17_18,12.7,8.6,1.1,0.72,0
Elfrid Payton,ORLPHO,17_18,12.7,4.3,6.2,,0
Serge Ibaka,TOR,17_18,12.6,6.3,0.8,0.72,0
Jabari Parker,MIL,17_18,12.6,4.9,1.9,0.537,0
Robert Covington,PHI,17_18,12.6,5.4,2.0,0.634,0
Spencer Dinwiddie,BRK,17_18,12.6,3.2,6.6,0.341,0
E'Twaun Moore,NOP,17_18,12.5,2.9,2.3,0.585,0
Darren Collison,IND,17_18,12.4,2.6,5.3,0.585,0
Derrick Favors,UTA,17_18,12.3,7.2,1.3,0.585,0
Taj Gibson,MIN,17_18,12.2,7.1,1.2,0.573,0
Patrick Beverley,LAC,17_18,12.2,4.1,2.9,0.512,0
Justin Holiday,CHI,17_18,12.2,4.0,2.1,0.329,0
Marco Belinelli,ATLPHI,17_18,12.1,1.9,1.8,,0
Gerald Green,HOU,17_18,12.1,3.2,0.6,0.793,0
Caris LeVert,BRK,17_18,12.1,3.7,4.2,0.341,0
DeAndre Jordan,LAC,17_18,12.0,15.2,1.5,0.512,0
Dirk Nowitzki,DAL,17_18,12.0,5.7,1.6,0.293,0
Courtney Lee,NYK,17_18,12.0,2.9,2.4,0.354,0
Andre Ingram,LAL,17_18,12.0,3.0,3.5,0.427,0
Robin Lopez,CHI,17_18,11.8,4.5,1.9,0.329,0
Thaddeus Young,IND,17_18,11.8,6.3,1.9,0.585,0
Kelly Oubre Jr.,WAS,17_18,11.8,4.5,1.2,0.524,0
Bogdan Bogdanovic,SAC,17_18,11.8,2.9,3.3,0.329,0
Tyler Johnson,MIA,17_18,11.7,3.4,2.3,0.537,0
Trevor Ariza,HOU,17_18,11.7,4.4,1.6,0.793,0
Domantas Sabonis,IND,17_18,11.6,7.7,2.0,0.585,0
J.J. Barea,DAL,17_18,11.6,2.9,6.3,0.293,0
Nicolas Batum,CHO,17_18,11.6,4.8,5.5,0.439,0
De'Aaron Fox,SAC,17_18,11.6,2.8,4.4,0.329,0
Markieff Morris,WAS,17_18,11.5,5.6,1.9,0.524,0
Rudy Gay,SAS,17_18,11.5,5.1,1.3,0.573,0
Kelly Olynyk,MIA,17_18,11.5,5.7,2.7,0.537,0
Joe Ingles,UTA,17_18,11.5,4.2,4.8,0.585,0
Dwyane Wade,CLEMIA,17_18,11.4,3.8,3.4,,0
Reggie Bullock,DET,17_18,11.3,2.5,1.5,0.476,0
Terry Rozier,BOS,17_18,11.3,4.7,2.9,0.671,0
Wayne Ellington,MIA,17_18,11.2,2.8,1.0,0.537,0
Frank Kaminsky,CHO,17_18,11.1,3.6,1.6,0.439,0
Draymond Green,GSW,17_18,11.0,7.6,7.3,0.707,0
Montrezl Harrell,LAC,17_18,11.0,4.0,1.0,0.512,0
Dillon Brooks,MEM,17_18,11.0,3.1,1.6,0.268,0
Ish Smith,DET,17_18,10.9,2.7,4.4,0.476,0
Ersan Ilyasova,ATLPHI,17_18,10.9,5.9,1.3,,0
Jeff Green,CLE,17_18,10.8,3.2,1.3,0.61,0
Joe Harris,BRK,17_18,10.8,3.3,1.6,0.341,0
James Johnson,MIA,17_18,10.8,4.9,3.8,0.537,0
Damion Lee,ATL,17_18,10.7,4.7,1.9,0.293,0
John Collins,ATL,17_18,10.5,7.3,1.3,0.293,0
JaMychal Green,MEM,17_18,10.3,8.4,1.4,0.268,0
Jamal Crawford,MIN,17_18,10.3,1.2,2.3,0.573,0
Greg Monroe,BOSMILPHO,17_18,10.3,6.9,2.2,,0
Yogi Ferrell,DAL,17_18,10.2,3.0,2.5,0.293,0
D.J. Augustin,ORL,17_18,10.2,2.1,3.8,0.305,0
Marcus Smart,BOS,17_18,10.2,3.5,4.8,0.671,0
Denzel Valentine,CHI,17_18,10.2,5.1,3.2,0.329,0
Lonzo Ball,LAL,17_18,10.2,6.9,7.2,0.427,0
Pau Gasol,SAS,17_18,10.1,8.0,3.1,0.573,0
Patty Mills,SAS,17_18,10.0,1.9,2.8,0.573,0
C.J. Miles,TOR,17_18,10.0,2.2,0.8,0.72,0
Wilson Chandler,DEN,17_18,10.0,5.4,2.1,0.561,0
George Hill,CLESAC,17_18,10.0,2.7,2.8,,0
Dewayne Dedmon,ATL,17_18,10.0,7.9,1.5,0.293,0
Trey Lyles,DEN,17_18,9.9,4.8,1.2,0.561,0
Tyrone Wallace,LAC,17_18,9.7,3.5,2.4,0.512,0
Jae Crowder,CLEUTA,17_18,9.7,3.4,1.2,,0
Mario Hezonja,ORL,17_18,9.6,3.7,1.4,0.305,0
Marvin Williams,CHO,17_18,9.5,4.7,1.2,0.439,0
Milos Teodosic,LAC,17_18,9.5,2.8,4.6,0.512,0
Andrew Harrison,MEM,17_18,9.5,2.3,3.2,0.268,0
Quinn Cook,GSW,17_18,9.5,2.5,2.7,0.707,0
Ryan Anderson,HOU,17_18,9.3,5.0,0.9,0.793,0
Al-Farouq Aminu,POR,17_18,9.3,7.6,1.2,0.598,0
Mike James,NOPPHO,17_18,9.3,2.5,3.5,,0
Wayne Selden,MEM,17_18,9.3,1.6,1.9,0.268,0
Lance Stephenson,IND,17_18,9.2,5.2,2.9,0.585,0
Kyle Korver,CLE,17_18,9.2,2.3,1.2,0.61,0
Michael Kidd-Gilchrist,CHO,17_18,9.2,4.1,1.0,0.439,0
Troy Daniels,PHO,17_18,8.9,1.6,0.6,0.256,0
Anthony Tolliver,DET,17_18,8.9,3.1,1.1,0.476,0
Manu Ginobili,SAS,17_18,8.9,2.2,2.5,0.573,0
Cameron Payne,CHI,17_18,8.8,2.8,4.5,0.329,0
Mike Scott,WAS,17_18,8.8,3.2,1.1,0.524,0
John Henson,MIL,17_18,8.8,6.8,1.5,0.537,0
Johnathan Motley,DAL,17_18,8.7,4.5,0.6,0.293,0
Skal Labissiere,SAC,17_18,8.7,4.8,1.2,0.329,0
Terrence Ross,ORL,17_18,8.7,3.0,1.6,0.305,0
Shabazz Napier,POR,17_18,8.7,2.3,2.0,0.598,0
Larry Nance Jr.,CLELAL,17_18,8.7,6.8,1.2,,0
James Harden,HOU,18_19,36.1,6.6,7.5,0.646,0
Paul George,OKC,18_19,28.0,8.2,4.1,0.598,0
Giannis Antetokounmpo,MIL,18_19,27.7,12.5,5.9,0.732,1
Joel Embiid,PHI,18_19,27.5,13.6,3.7,0.622,0
LeBron James,LAL,18_19,27.4,8.5,8.3,0.451,0
Stephen Curry,GSW,18_19,27.3,5.3,5.2,0.695,0
Kawhi Leonard,TOR,18_19,26.6,7.3,3.3,0.707,0
Devin Booker,PHO,18_19,26.6,4.1,6.8,0.232,0
Kevin Durant,GSW,18_19,26.0,6.4,5.9,0.695,0
Anthony Davis,NOP,18_19,25.9,12.0,3.9,0.402,0
Damian Lillard,POR,18_19,25.8,4.6,6.9,0.646,0
Kemba Walker,CHO,18_19,25.6,4.4,5.9,0.476,0
Bradley Beal,WAS,18_19,25.6,5.0,5.5,0.39,0
Blake Griffin,DET,18_19,24.5,7.5,5.4,0.5,0
Karl-Anthony Towns,MIN,18_19,24.4,12.4,3.4,0.439,0
Kyrie Irving,BOS,18_19,23.8,5.0,6.9,0.598,0
Donovan Mitchell,UTA,18_19,23.8,4.1,4.2,0.61,0
Zach LaVine,CHI,18_19,23.7,4.7,4.5,0.268,0
Russell Westbrook,OKC,18_19,22.9,11.1,10.7,0.598,0
Klay Thompson,GSW,18_19,21.5,3.8,2.4,0.695,0
Julius Randle,NOP,18_19,21.4,8.7,3.1,0.402,0
LaMarcus Aldridge,SAS,18_19,21.3,9.2,2.4,0.585,0
DeMar DeRozan,SAS,18_19,21.2,6.0,6.2,0.585,0
Luka Doncic,DAL,18_19,21.2,7.8,6.0,0.402,0
Jrue Holiday,NOP,18_19,21.2,5.0,7.7,0.402,0
D'Angelo Russell,BRK,18_19,21.1,3.9,7.0,0.512,0
Mike Conley,MEM,18_19,21.1,3.4,6.4,0.402,0
CJ McCollum,POR,18_19,21.0,4.0,3.0,0.646,0
Nikola Vucevic,ORL,18_19,20.8,12.0,3.8,0.512,0
John Wall,WAS,18_19,20.7,3.6,8.7,0.39,0
Buddy Hield,SAC,18_19,20.7,5.0,2.5,0.476,0
Nikola Jokic,DEN,18_19,20.1,10.8,7.2,0.659,0
Tobias Harris,LACPHI,18_19,20.0,7.9,2.8,,0
JaKarr Sampson,CHI,18_19,20.0,8.0,1.0,0.268,0
Lou Williams,LAC,18_19,20.0,3.0,5.4,0.585,0
Danilo Gallinari,LAC,18_19,19.8,6.1,2.6,0.585,0
John Collins,ATL,18_19,19.5,9.8,2.0,0.354,0
Trae Young,ATL,18_19,19.1,3.7,8.1,0.354,0
Victor Oladipo,IND,18_19,18.8,5.6,5.2,0.585,0
Lauri Markkanen,CHI,18_19,18.7,9.0,1.4,0.268,0
Jimmy Butler,MINPHI,18_19,18.7,5.3,4.0,,0
Kyle Kuzma,LAL,18_19,18.7,5.5,2.5,0.451,0
Khris Middleton,MIL,18_19,18.3,6.0,4.3,0.732,0
Brandon Ingram,LAL,18_19,18.3,5.1,3.0,0.451,0
Jamal Murray,DEN,18_19,18.2,4.2,4.8,0.659,0
Andrew Wiggins,MIN,18_19,18.1,4.8,2.5,0.439,0
